ID_OREGANO	LIBELLE
GENE:18780	serpin family B member 10
GENE:18781	serpin family B member 11 (gene/pseudogene)
GENE:18782	serpin family B member 12
GENE:18783	serpin family B member 13
GENE:18784	serpin family B member 2
GENE:18785	serpin family B member 3
GENE:18786	serpin family B member 4
GENE:18787	serpin family B member 5
GENE:18788	serpin family B member 6
GENE:18789	serpin family B member 7
GENE:18790	serpin family B member 8
GENE:18791	serpin peptidase inhibitor, clade B8 (ovalbumin) pseudogene 1
GENE:18792	serpin family B member 9
GENE:18793	serpin family C member 1
GENE:18794	serpin family D member 1
GENE:18795	serpin family E member 1
GENE:18796	serpin family E member 2
GENE:18797	serpin family E member 3
GENE:18798	serpin family F member 1
GENE:18799	serpin family F member 2
GENE:18800	serpin family G member 1
GENE:18801	serpin family H member 1
GENE:18802	serpin peptidase inhibitor, clade H1, pseudogene 1
GENE:18803	serpin family I member 1
GENE:18804	serpin family I member 2
GENE:18805	SERTA domain containing 1
GENE:18806	SERTA domain containing 2
GENE:18807	SERTA domain containing 3
GENE:18808	SERTA domain containing 4
GENE:18809	SERTAD4 antisense RNA 1
GENE:18810	serine rich and transmembrane domain containing 1
GENE:18811	serine rich and transmembrane domain containing 2
GENE:18812	sestrin 1
GENE:18813	sestrin 2
GENE:18814	sestrin 3
GENE:18815	SEC14 and spectrin domain containing 1
GENE:18816	SET nuclear proto-oncogene
GENE:18817	SET binding protein 1
GENE:18818	SET domain containing 1A, histone lysine methyltransferase
GENE:18819	SET domain containing 1B, histone lysine methyltransferase
GENE:18820	SET domain containing 2, histone lysine methyltransferase
GENE:18821	SET domain containing 3, actin histidine methyltransferase
GENE:18822	SET domain containing 4
GENE:18823	SET domain containing 5
GENE:18824	SET domain containing 6, protein lysine methyltransferase
GENE:18825	SET domain containing 7, histone lysine methyltransferase
GENE:18826	SET domain containing 9
GENE:18827	SET domain bifurcated histone lysine methyltransferase 1
GENE:18828	SET domain bifurcated histone lysine methyltransferase 2
GENE:18829	SET domain and mariner transposase fusion gene
GENE:18830	SET pseudogene 1
GENE:18831	SET pseudogene 2
GENE:18832	SET pseudogene 3
GENE:18833	SET like protein
GENE:18834	senataxin
GENE:18835	seizure related 6 homolog
GENE:18836	seizure related 6 homolog like
GENE:18837	seizure related 6 homolog like 2
GENE:18838	splicing factor 1
GENE:18839	splicing factor 3a subunit 1
GENE:18840	splicing factor 3a subunit 2
GENE:18841	splicing factor 3a subunit 3
GENE:18842	splicing factor 3a, subunit 3 pseudogene 1
GENE:18843	splicing factor 3b subunit 1
GENE:18844	splicing factor 3b subunit 2
GENE:18845	splicing factor 3b subunit 3
GENE:18846	splicing factor 3b subunit 4
GENE:18847	splicing factor 3b, subunit 4 pseudogene 1
GENE:18848	splicing factor 3b subunit 5
GENE:18849	splicing factor 3b subunit 6
GENE:18850	SFI1 centrin binding protein
GENE:18851	Scm like with four mbt domains 1
GENE:18852	Scm like with four mbt domains 2
GENE:18853	stratifin
GENE:18854	splicing factor proline and glutamine rich
GENE:18855	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated) pseudogene 1
GENE:18856	SWI5 dependent homologous recombination repair protein 1
GENE:18857	secreted frizzled related protein 1
GENE:18858	secreted frizzled related protein 2
GENE:18859	secreted frizzled related protein 4
GENE:18860	secreted frizzled related protein 5
GENE:18861	splicing factor SWAP
GENE:18862	SFT2 domain containing 1
GENE:18863	SFT2 domain containing 2
GENE:18864	SFT2 domain containing 3
GENE:18865	surfactant associated 1, pseudogene
GENE:18866	surfactant associated 2
GENE:18867	surfactant associated 3
GENE:18868	surfactant protein A1
GENE:18869	surfactant protein A2
GENE:18870	surfactant protein B
GENE:18871	surfactant protein C
GENE:18872	surfactant protein D
GENE:18873	sideroflexin 1
GENE:18874	sideroflexin 2
GENE:18875	sideroflexin 3
GENE:18876	sideroflexin 4
GENE:18877	sideroflexin 5
GENE:18878	sarcoglycan alpha
GENE:18879	sarcoglycan beta
GENE:18880	sarcoglycan delta
GENE:18881	sarcoglycan epsilon
GENE:18882	sarcoglycan gamma
GENE:18883	sarcoglycan zeta
GENE:18884	SAGA complex associated factor 29
GENE:18885	SH3 domain GRB2 like endophilin interacting protein 1
GENE:18886	serum/glucocorticoid regulated kinase 1
GENE:18887	serum/glucocorticoid regulated kinase family member 3
GENE:18888	sphingomyelin synthase 1
GENE:18889	sphingomyelin synthase 2
GENE:18890	shugoshin 1
GENE:18891	shugoshin 2
GENE:18892	sphingosine-1-phosphate lyase 1
GENE:18893	sphingosine-1-phosphate phosphatase 1
GENE:18894	sphingosine-1-phosphate phosphatase 2
GENE:18895	N-sulfoglucosamine sulfohydrolase
GENE:18896	small G protein signaling modulator 1
GENE:18897	small G protein signaling modulator 2
GENE:18898	small G protein signaling modulator 3
GENE:18899	small glutamine rich tetratricopeptide repeat containing alpha
GENE:18900	small glutamine rich tetratricopeptide repeat containing beta
GENE:18901	SH2B adaptor protein 1
GENE:18902	SH2B adaptor protein 2
GENE:18903	SH2B adaptor protein 3
GENE:18904	SH2 domain containing 1A
GENE:18905	SH2 domain containing 1B
GENE:18906	SH2 domain containing 2A
GENE:18907	SH2 domain containing 3A
GENE:18908	SH2 domain containing 3C
GENE:18909	SH2 domain containing 4A
GENE:18910	SH2 domain containing 4B
GENE:18911	SH2 domain containing 5
GENE:18912	SH2 domain containing 6
GENE:18913	SH2 domain containing 7
GENE:18914	SH3 domain binding glutamate rich protein
GENE:18915	SH3 domain binding glutamate rich protein like
GENE:18916	SH3 domain binding glutamate rich protein like 2
GENE:18917	SH3 domain binding glutamate rich protein like 3
GENE:18918	SH3 domain binding protein 1
GENE:18919	SH3 domain binding protein 2
GENE:18920	SH3 domain binding protein 4
GENE:18921	SH3 domain binding protein 5
GENE:18922	SH3 binding domain protein 5 like
GENE:18923	SH3 domain containing 19
GENE:18924	SH3 domain containing 21
GENE:18925	SH3 domain containing GRB2 like 1, endophilin A2
GENE:18926	SH3-domain GRB2-like 1 pseudogene 1
GENE:18927	SH3-domain GRB2-like 1 pseudogene 2
GENE:18928	SH3-domain GRB2-like 1 pseudogene 3
GENE:18929	SH3 domain containing GRB2 like 2, endophilin A1
GENE:18930	SH3 domain containing GRB2 like 3, endophilin A3
GENE:18931	SH3 domain containing GRB2 like, endophilin B1
GENE:18932	SH3 domain containing GRB2 like, endophilin B2
GENE:18933	SH3 domain containing kinase binding protein 1
GENE:18934	SH3 and PX domains 2A
GENE:18935	SH3 and PX domains 2B
GENE:18936	SH3 domain containing ring finger 1
GENE:18937	SH3 domain containing ring finger 2
GENE:18938	SH3 domain containing ring finger 3
GENE:18939	SH3 domain and tetratricopeptide repeats 1
GENE:18940	SH3 domain and tetratricopeptide repeats 2
GENE:18941	SH3 and SYLF domain containing 1
GENE:18942	SH3 and multiple ankyrin repeat domains 1
GENE:18943	SH3 and multiple ankyrin repeat domains 2
GENE:18944	SHANK2 antisense RNA 3
GENE:18945	SH3 and multiple ankyrin repeat domains 3
GENE:18946	SHANK associated RH domain interactor
GENE:18947	SH2 domain containing adaptor protein B
GENE:18948	sex hormone binding globulin
GENE:18949	SHC adaptor protein 1
GENE:18950	SHC (Src homology 2 domain containing) transforming protein 1 pseudogene 1
GENE:18951	SHC (Src homology 2 domain containing) transforming protein 1 pseudogene 2
GENE:18952	SHC adaptor protein 2
GENE:18953	SHC adaptor protein 3
GENE:18954	SHC adaptor protein 4
GENE:18955	SHC binding and spindle associated 1
GENE:18956	SHC binding and spindle associated 1 like
GENE:18957	Src homology 2 domain containing transforming protein D
GENE:18958	Src homology 2 domain containing E
GENE:18959	Src homology 2 domain containing F
GENE:18960	shiftless antiviral inhibitor of ribosomal frameshifting
GENE:18961	sonic hedgehog signaling molecule
GENE:18962	shisa family member 2
GENE:18963	shisa family member 3
GENE:18964	shisa family member 4
GENE:18965	shisa family member 5
GENE:18966	shisa family member 6
GENE:18967	shisa family member 7
GENE:18968	shisa family member 8
GENE:18969	shisa family member 9
GENE:18970	shisa like 1
GENE:18971	shisa like 2A
GENE:18972	shisa like 2B
GENE:18973	SH3KBP1 binding protein 1
GENE:18974	shieldin complex subunit 1
GENE:18975	shieldin complex subunit 2
GENE:18976	shieldin complex subunit 3
GENE:18977	serine hydroxymethyltransferase 1
GENE:18978	serine hydroxymethyltransferase 1 (soluble) pseudogene 1
GENE:18979	serine hydroxymethyltransferase 2
GENE:18980	shortage in chiasmata 1
GENE:18981	SHOC2 leucine rich repeat scaffold protein
GENE:18982	short stature homeobox
GENE:18983	short stature homeobox 2
GENE:18984	sedoheptulokinase
GENE:18985	SNF2 histone linker PHD RING helicase
GENE:18986	SHQ1, H/ACA ribonucleoprotein assembly factor
GENE:18987	shroom family member 1
GENE:18988	shroom family member 2
GENE:18989	shroom family member 2 pseudogene 1
GENE:18990	shroom family member 3
GENE:18991	shroom family member 4
GENE:18992	shootin 1
GENE:18993	sucrase-isomaltase
GENE:18994	sialic acid acetylesterase
GENE:18995	siah E3 ubiquitin protein ligase 1
GENE:18996	siah E3 ubiquitin protein ligase 2
GENE:18997	siah E3 ubiquitin protein ligase family member 3
GENE:18998	SID1 transmembrane family member 1
GENE:18999	SID1 transmembrane family member 2
GENE:19000	single Ig and TIR domain containing
GENE:19001	sialic acid binding Ig like lectin 1
GENE:19002	sialic acid binding Ig like lectin 10
GENE:19003	sialic acid binding Ig like lectin 11
GENE:19004	sialic acid binding Ig like lectin 12 (gene/pseudogene)
GENE:19005	sialic acid binding Ig like lectin 14
GENE:19006	sialic acid binding Ig like lectin 15
GENE:19007	sialic acid binding Ig like lectin 16 (gene/pseudogene)
GENE:19008	sialic acid binding Ig-like lectin 17, pseudogene
GENE:19009	sialic acid binding Ig-like lectin 18, pseudogene
GENE:19010	sialic acid binding Ig-like lectin 20, pseudogene
GENE:19011	sialic acid binding Ig-like lectin 21, pseudogene
GENE:19012	sialic acid binding Ig-like lectin 22, pseudogene
GENE:19013	sialic acid binding Ig-like lectin 24, pseudogene
GENE:19014	sialic acid binding Ig-like lectin 25, pseudogene
GENE:19015	sialic acid binding Ig-like lectin 26, pseudogene
GENE:19016	sialic acid binding Ig-like lectin 27, pseudogene
GENE:19017	sialic acid binding Ig-like lectin 28, pseudogene
GENE:19018	sialic acid binding Ig-like lectin 29, pseudogene
GENE:19019	sialic acid binding Ig-like lectin 30, pseudogene
GENE:19020	sialic acid binding Ig-like lectin 31, pseudogene
GENE:19021	sialic acid binding Ig like lectin 5
GENE:19022	sialic acid binding Ig like lectin 6
GENE:19023	sialic acid binding Ig like lectin 7
GENE:19024	sialic acid binding Ig like lectin 8
GENE:19025	sialic acid binding Ig like lectin 9
GENE:19026	SIGLEC family like 1
GENE:19027	sigma non-opioid intracellular receptor 1
GENE:19028	salt inducible kinase 1
GENE:19029	salt inducible kinase 2
GENE:19030	SIK family kinase 3
GENE:19031	suppressor of IKBKE 1
GENE:19032	SIL1 nucleotide exchange factor
GENE:19033	SIM bHLH transcription factor 1
GENE:19034	SIM bHLH transcription factor 2
GENE:19035	SUMO interacting motifs containing 1
GENE:19036	SIN3 transcription regulator family member A
GENE:19037	SIN3 transcription regulator family member B
GENE:19038	SIN3-HDAC complex associated factor
GENE:19039	signal-induced proliferation-associated 1
GENE:19040	signal induced proliferation associated 1 like 1
GENE:19041	signal induced proliferation associated 1 like 2
GENE:19042	signal induced proliferation associated 1 like 3
GENE:19043	signal regulatory protein alpha
GENE:19044	signal-regulatory protein alpha pseudogene 1
GENE:19045	signal regulatory protein beta 1
GENE:19046	signal regulatory protein beta 2
GENE:19047	signal regulatory protein delta
GENE:19048	signal regulatory protein gamma
GENE:19049	sirtuin 1
GENE:19050	sirtuin 2
GENE:19051	sirtuin 3
GENE:19052	sirtuin 4
GENE:19053	sirtuin 5
GENE:19054	sirtuin 6
GENE:19055	sirtuin 7
GENE:19056	signaling threshold regulating transmembrane adaptor 1
GENE:19057	SIVA1 apoptosis inducing factor
GENE:19058	SIX homeobox 1
GENE:19059	SIX homeobox 2
GENE:19060	SIX homeobox 3
GENE:19061	SIX homeobox 4
GENE:19062	SIX homeobox 5
GENE:19063	SIX homeobox 6
GENE:19064	spindle and kinetochore associated complex subunit 1
GENE:19065	spindle and kinetochore associated complex subunit 2
GENE:19066	spindle and kinetochore associated complex subunit 2 pseudogene 1
GENE:19067	spindle and kinetochore associated complex subunit 3
GENE:19068	src kinase associated phosphoprotein 1
GENE:19069	src kinase associated phosphoprotein 2
GENE:19070	SKI proto-oncogene
GENE:19071	SKI/DACH domain containing 1
GENE:19072	SKI like proto-oncogene
GENE:19073	Ski2 like RNA helicase
GENE:19074	SKI family transcriptional corepressor 1
GENE:19075	SKI family transcriptional corepressor 2
GENE:19076	S-phase kinase associated protein 1
GENE:19077	S-phase kinase-associated protein 1 pseudogene 1
GENE:19078	S-phase kinase associated protein 2
GENE:19079	Src like adaptor
GENE:19080	Src like adaptor 2
GENE:19081	SLAIN motif family member 1
GENE:19082	SLAIN motif family member 2
GENE:19083	signaling lymphocytic activation molecule family member 1
GENE:19084	SLAM family member 6
GENE:19085	SLAM family member 7
GENE:19086	SLAM family member 8
GENE:19087	SLAM family member 9
GENE:19088	stem-loop binding protein
GENE:19089	solute carrier family 10 member 1
GENE:19090	solute carrier family 10 member 2
GENE:19091	solute carrier family 10 member 3
GENE:19092	solute carrier family 10 member 4
GENE:19093	solute carrier family 10 member 5
GENE:19094	solute carrier family 10 member 6
GENE:19095	solute carrier family 10 member 7
GENE:19096	solute carrier family 11 member 1
GENE:19097	solute carrier family 11 member 2
GENE:19098	solute carrier family 12 member 1
GENE:19099	solute carrier family 12 member 2
GENE:19100	solute carrier family 12 member 3
GENE:19101	solute carrier family 12 member 4
GENE:19102	solute carrier family 12 member 5
GENE:19103	solute carrier family 12 member 6
GENE:19104	solute carrier family 12 member 7
GENE:19105	solute carrier family 12 member 8
GENE:19106	solute carrier family 12 member 9
GENE:19107	solute carrier family 13 member 1
GENE:19108	solute carrier family 13 member 2
GENE:19109	solute carrier family 13 member 3
GENE:19110	solute carrier family 13 member 4
GENE:19111	solute carrier family 13 member 5
GENE:19112	solute carrier family 14 member 1 (Kidd blood group)
GENE:19113	solute carrier family 14 member 2
GENE:19114	solute carrier family 15 member 1
GENE:19115	solute carrier family 15 member 2
GENE:19116	solute carrier family 15 member 3
GENE:19117	solute carrier family 15 member 4
GENE:19118	solute carrier family 15 member 5
GENE:19119	solute carrier family 16 member 1
GENE:19120	solute carrier family 16 member 10
GENE:19121	solute carrier family 16 member 11
GENE:19122	solute carrier family 16 member 12
GENE:19123	solute carrier family 16 member 13
GENE:19124	solute carrier family 16 member 14
GENE:19125	solute carrier family 16 member 2
GENE:19126	solute carrier family 16 member 3
GENE:19127	solute carrier family 16 member 4
GENE:19128	solute carrier family 16 member 5
GENE:19129	solute carrier family 16 member 6
GENE:19130	solute carrier family 16 member 7
GENE:19131	solute carrier family 16 member 8
GENE:19132	solute carrier family 16 member 9
GENE:19133	solute carrier family 17 member 1
GENE:19134	solute carrier family 17 member 2
GENE:19135	solute carrier family 17 member 3
GENE:19136	solute carrier family 17 member 4
GENE:19137	solute carrier family 17 member 5
GENE:19138	solute carrier family 17 member 6
GENE:19139	solute carrier family 17 member 7
GENE:19140	solute carrier family 17 member 8
GENE:19141	solute carrier family 17 member 9
GENE:19142	solute carrier family 18 member A1
GENE:19143	solute carrier family 18 member A2
GENE:19144	solute carrier family 18 member A3
GENE:19145	solute carrier family 18 member B1
GENE:19146	solute carrier family 19 member 1
GENE:19147	solute carrier family 19 member 2
GENE:19148	solute carrier family 19 member 3
GENE:19149	solute carrier family 1 member 1
GENE:19150	solute carrier family 1 member 2
GENE:19151	solute carrier family 1 member 3
GENE:19152	solute carrier family 1 member 4
GENE:19153	solute carrier family 1 member 5
GENE:19154	solute carrier family 1 member 6
GENE:19155	solute carrier family 1 member 7
GENE:19156	solute carrier family 20 member 1
GENE:19157	solute carrier family 20 (phosphate transporter), member 1 pseudogene 1
GENE:19158	solute carrier family 20 (phosphate transporter), member 1 pseudogene 3
GENE:19159	solute carrier family 20 member 2
GENE:19160	solute carrier family 22 member 1
GENE:19161	solute carrier family 22 member 10
GENE:19162	solute carrier family 22 member 11
GENE:19163	solute carrier family 22 member 12
GENE:19164	solute carrier family 22 member 13
GENE:19165	solute carrier family 22 member 14
GENE:19166	solute carrier family 22 member 15
GENE:19167	solute carrier family 22 member 16
GENE:19168	solute carrier family 22 member 17
GENE:19169	solute carrier family 22 member 18
GENE:19170	solute carrier family 22 member 18 antisense
GENE:19171	solute carrier family 22 member 2
GENE:19172	solute carrier family 22 member 23
GENE:19173	solute carrier family 22 member 24
GENE:19174	solute carrier family 22 member 25
GENE:19175	solute carrier family 22 member 3
GENE:19176	solute carrier family 22 member 31
GENE:19177	solute carrier family 22 member 4
GENE:19178	solute carrier family 22 member 5
GENE:19179	solute carrier family 22 member 6
GENE:19180	solute carrier family 22 member 7
GENE:19181	solute carrier family 22 member 8
GENE:19182	solute carrier family 22 member 9
GENE:19183	solute carrier family 23 member 1
GENE:19184	solute carrier family 23 member 2
GENE:19185	solute carrier family 23 member 3
GENE:19186	solute carrier family 23 (nucleobase transporters), member 4, pseudogene
GENE:19187	solute carrier family 24 member 1
GENE:19188	solute carrier family 24 member 2
GENE:19189	solute carrier family 24 member 3
GENE:19190	solute carrier family 24 member 4
GENE:19191	solute carrier family 24 member 5
GENE:19192	solute carrier family 25 member 1
GENE:19193	solute carrier family 25 member 10
GENE:19194	solute carrier family 25 member 11
GENE:19195	solute carrier family 25 member 12
GENE:19196	solute carrier family 25 member 13
GENE:19197	solute carrier family 25 member 14
GENE:19198	solute carrier family 25 member 15
GENE:19199	solute carrier family 25 member 16
GENE:19200	solute carrier family 25 member 17
GENE:19201	solute carrier family 25 member 18
GENE:19202	solute carrier family 25 member 19
GENE:19203	solute carrier family 25 member 2
GENE:19204	solute carrier family 25 member 20
GENE:19205	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20 pseudogene 1
GENE:19206	solute carrier family 25 member 21
GENE:19207	solute carrier family 25 member 22
GENE:19208	solute carrier family 25 member 23
GENE:19209	solute carrier family 25 member 24
GENE:19210	solute carrier family 25 member 25
GENE:19211	solute carrier family 25 member 26
GENE:19212	solute carrier family 25 member 27
GENE:19213	solute carrier family 25 member 28
GENE:19214	solute carrier family 25 member 29
GENE:19215	solute carrier family 25 member 3
GENE:19216	solute carrier family 25 member 30
GENE:19217	solute carrier family 25 member 31
GENE:19218	solute carrier family 25 member 32
GENE:19219	solute carrier family 25 member 33
GENE:19220	solute carrier family 25 member 34
GENE:19221	solute carrier family 25 member 35
GENE:19222	solute carrier family 25 member 36
GENE:19223	solute carrier family 25 member 37
GENE:19224	solute carrier family 25 member 38
GENE:19225	solute carrier family 25 member 39
GENE:19226	solute carrier family 25 member 4
GENE:19227	solute carrier family 25 member 40
GENE:19228	solute carrier family 25 member 41
GENE:19229	solute carrier family 25 member 42
GENE:19230	solute carrier family 25 member 43
GENE:19231	solute carrier family 25 member 44
GENE:19232	solute carrier family 25 member 45
GENE:19233	solute carrier family 25 member 46
GENE:19234	solute carrier family 25 member 47
GENE:19235	solute carrier family 25 member 48
GENE:19236	solute carrier family 25 member 5
GENE:19237	solute carrier family 25 member 51
GENE:19238	solute carrier family 25, member 51 pseudogene 1
GENE:19239	solute carrier family 25, member 51 pseudogene 2
GENE:19240	solute carrier family 25, member 51 pseudogene 3
GENE:19241	solute carrier family 25 member 52
GENE:19242	solute carrier family 25 member 53
GENE:19243	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 pseudogene 1
GENE:19244	adenine nucleotide translocator pseudogene 1 (clone 29)
GENE:19245	adenine nucleotide translocator pseudogene 5 (clone 19)
GENE:19246	adenine nucleotide translocator pseudogene 6 (clone 3)
GENE:19247	adenine nucleotide translocator pseudogene 7 (clone 2)
GENE:19248	solute carrier family 25 member 6
GENE:19249	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6, pseudogene 1
GENE:19250	solute carrier family 26 member 1
GENE:19251	solute carrier family 26 member 10
GENE:19252	solute carrier family 26 member 11
GENE:19253	solute carrier family 26 member 2
GENE:19254	solute carrier family 26 member 3
GENE:19255	solute carrier family 26 member 4
GENE:19256	solute carrier family 26 member 5
GENE:19257	solute carrier family 26 member 6
GENE:19258	solute carrier family 26 member 7
GENE:19259	solute carrier family 26 member 8
GENE:19260	solute carrier family 26 member 9
GENE:19261	solute carrier family 27 member 1
GENE:19262	solute carrier family 27 member 2
GENE:19263	solute carrier family 27 member 3
GENE:19264	solute carrier family 27 member 4
GENE:19265	solute carrier family 27 member 5
GENE:19266	solute carrier family 27 member 6
GENE:19267	solute carrier family 28 member 1
GENE:19268	solute carrier family 28 member 2
GENE:19269	solute carrier family 28 member 3
GENE:19270	solute carrier family 29 member 1 (Augustine blood group)
GENE:19271	solute carrier family 29 member 2
GENE:19272	solute carrier family 29 member 3
GENE:19273	solute carrier family 29 member 4
GENE:19274	solute carrier family 2 member 1
GENE:19275	solute carrier family 2 member 10
GENE:19276	solute carrier family 2 member 11
GENE:19277	solute carrier family 2 member 12
GENE:19278	solute carrier family 2 member 13
GENE:19279	solute carrier family 2 member 14
GENE:19280	solute carrier family 2 member 2
GENE:19281	solute carrier family 2 member 3
GENE:19282	solute carrier family 2 (facilitated glucose transporter), member 3 pseudogene 1
GENE:19283	solute carrier family 2 (facilitated glucose transporter), member 3 pseudogene 2
GENE:19284	solute carrier family 2 (facilitated glucose transporter), member 3 pseudogene 4
GENE:19285	solute carrier family 2 member 4
GENE:19286	SLC2A4 regulator
GENE:19287	solute carrier family 2 member 5
GENE:19288	solute carrier family 2 member 6
GENE:19289	solute carrier family 2 member 7
GENE:19290	solute carrier family 2 member 8
GENE:19291	solute carrier family 2 member 9
GENE:19292	solute carrier family 2 (facilitated glucose transporter), pseudogene 1
GENE:19293	solute carrier family 30 member 1
GENE:19294	solute carrier family 30 member 10
GENE:19295	solute carrier family 30 member 2
GENE:19296	solute carrier family 30 member 3
GENE:19297	solute carrier family 30 member 4
GENE:19298	solute carrier family 30 member 5
GENE:19299	solute carrier family 30 member 6
GENE:19300	solute carrier family 30 member 7
GENE:19301	solute carrier family 30 member 8
GENE:19302	solute carrier family 30 member 9
GENE:19303	solute carrier family 31 member 1
GENE:19304	solute carrier family 31 (copper transporters), member 1 pseudogene 1
GENE:19305	solute carrier family 31 member 2
GENE:19306	solute carrier family 32 member 1
GENE:19307	solute carrier family 33 member 1
GENE:19308	solute carrier family 34 member 1
GENE:19309	solute carrier family 34 member 2
GENE:19310	solute carrier family 34 member 3
GENE:19311	solute carrier family 35 member A1
GENE:19312	solute carrier family 35 member A2
GENE:19313	solute carrier family 35 member A3
GENE:19314	solute carrier family 35 member A4
GENE:19315	solute carrier family 35 member A5
GENE:19316	solute carrier family 35 member B1
GENE:19317	solute carrier family 35 member B2
GENE:19318	solute carrier family 35 member B3
GENE:19319	solute carrier family 35 member B4
GENE:19320	solute carrier family 35 member C1
GENE:19321	solute carrier family 35 member C2
GENE:19322	solute carrier family 35 member D1
GENE:19323	solute carrier family 35 member D2
GENE:19324	solute carrier family 35 member D3
GENE:19325	solute carrier family 35 member E1
GENE:19326	solute carrier family 35 member E2A
GENE:19327	solute carrier family 35 member E2B
GENE:19328	solute carrier family 35 member E3
GENE:19329	solute carrier family 35 member E4
GENE:19330	solute carrier family 35 member F1
GENE:19331	solute carrier family 35 member F2
GENE:19332	solute carrier family 35 member F3
GENE:19333	solute carrier family 35 member F4
GENE:19334	solute carrier family 35 member F5
GENE:19335	solute carrier family 35 member F6
GENE:19336	solute carrier family 35 member G1
GENE:19337	solute carrier family 35 member G2
GENE:19338	solute carrier family 35 member G3
GENE:19339	solute carrier family 35 member G4
GENE:19340	solute carrier family 35 member G5
GENE:19341	solute carrier family 35 member G6
GENE:19342	solute carrier family 36 member 1
GENE:19343	solute carrier family 36 member 2
GENE:19344	solute carrier family 36 member 3
GENE:19345	solute carrier family 36 member 4
GENE:19346	solute carrier family 37 member 1
GENE:19347	solute carrier family 37 member 2
GENE:19348	solute carrier family 37 member 3
GENE:19349	solute carrier family 37 member 4
GENE:19350	solute carrier family 38 member 1
GENE:19351	solute carrier family 38 member 10
GENE:19352	solute carrier family 38 member 11
GENE:19353	solute carrier family 38 member 2
GENE:19354	solute carrier family 38 member 3
GENE:19355	solute carrier family 38 member 4
GENE:19356	solute carrier family 38 member 5
GENE:19357	solute carrier family 38 member 6
GENE:19358	solute carrier family 38 member 7
GENE:19359	solute carrier family 38 member 8
GENE:19360	solute carrier family 38 member 9
GENE:19361	solute carrier family 39 member 1
GENE:19362	solute carrier family 39 member 10
GENE:19363	solute carrier family 39 member 11
GENE:19364	solute carrier family 39 member 12
GENE:19365	solute carrier family 39 member 13
GENE:19366	solute carrier family 39 member 14
GENE:19367	solute carrier family 39 member 2
GENE:19368	solute carrier family 39 member 3
GENE:19369	solute carrier family 39 member 4
GENE:19370	solute carrier family 39 member 5
GENE:19371	solute carrier family 39 member 6
GENE:19372	solute carrier family 39 member 7
GENE:19373	solute carrier family 39 member 8
GENE:19374	solute carrier family 39 member 9
GENE:19375	solute carrier family 3 member 1
GENE:19376	solute carrier family 3 member 2
GENE:19377	solute carrier family 40 member 1
GENE:19378	solute carrier family 41 member 1
GENE:19379	solute carrier family 41 member 2
GENE:19380	solute carrier family 41 member 3
GENE:19381	solute carrier family 43 member 1
GENE:19382	solute carrier family 43 member 2
GENE:19383	solute carrier family 43 member 3
GENE:19384	solute carrier family 44 member 1
GENE:19385	solute carrier family 44 member 2
GENE:19386	solute carrier family 44 member 3
GENE:19387	solute carrier family 44 member 4
GENE:19388	solute carrier family 44 member 5
GENE:19389	solute carrier family 45 member 1
GENE:19390	solute carrier family 45 member 2
GENE:19391	solute carrier family 45 member 3
GENE:19392	solute carrier family 45 member 4
GENE:19393	solute carrier family 46 member 1
GENE:19394	solute carrier family 46 member 2
GENE:19395	solute carrier family 46 member 3
GENE:19396	solute carrier family 47 member 1
GENE:19397	solute carrier family 47 member 2
GENE:19398	solute carrier family 48 member 1
GENE:19399	solute carrier family 49 member 3
GENE:19400	solute carrier family 49 member 4
GENE:19401	solute carrier family 4 member 1 (Diego blood group)
GENE:19402	solute carrier family 4 member 10
GENE:19403	solute carrier family 4 member 11
GENE:19404	solute carrier family 4 member 1 adaptor protein
GENE:19405	solute carrier family 4 member 2
GENE:19406	solute carrier family 4 member 3
GENE:19407	solute carrier family 4 member 4
GENE:19408	solute carrier family 4 member 7
GENE:19409	solute carrier family 4 member 8
GENE:19410	solute carrier family 4 member 9
GENE:19411	solute carrier family 50 member 1
GENE:19412	solute carrier family 51 alpha subunit
GENE:19413	solute carrier family 51 beta subunit
GENE:19414	solute carrier family 52 member 1
GENE:19415	solute carrier family 52 member 2
GENE:19416	solute carrier family 52 member 3
GENE:19417	solute carrier family 5 member 1
GENE:19418	solute carrier family 5 member 10
GENE:19419	solute carrier family 5 member 11
GENE:19420	solute carrier family 5 member 12
GENE:19421	solute carrier family 5 member 2
GENE:19422	solute carrier family 5 member 3
GENE:19423	solute carrier family 5 member 4
GENE:19424	solute carrier family 5 member 5
GENE:19425	solute carrier family 5 member 6
GENE:19426	solute carrier family 5 member 7
GENE:19427	solute carrier family 5 member 8
GENE:19428	solute carrier family 5 member 9
GENE:19429	solute carrier family 6 member 1
GENE:19430	solute carrier family 6 (neurotransmitter transporter, creatine), member 10, pseudogene
GENE:19431	solute carrier family 6 member 11
GENE:19432	solute carrier family 6 member 12
GENE:19433	solute carrier family 6 member 13
GENE:19434	solute carrier family 6 member 14
GENE:19435	solute carrier family 6 member 15
GENE:19436	solute carrier family 6 member 16
GENE:19437	solute carrier family 6 member 17
